epoch,iters,time,data_time,D_A,G_A,cycle_A,idt_A,D_B,G_B,cycle_B,idt_B,G_Lc
58,4112,0.044,0.003,0.159,0.424,0.253,0.071,0.172,0.372,0.176,0.13,0.152
58,4512,0.045,0.003,0.25,0.355,0.279,0.088,0.22,0.35,0.213,0.111,0.123
58,4912,0.039,0.003,0.174,0.288,0.347,0.114,0.21,0.248,0.266,0.119,0.137
58,5312,0.04,0.003,0.148,0.434,0.269,0.096,0.187,0.398,0.22,0.099,0.112
58,5712,0.039,0.003,0.184,0.335,0.309,0.102,0.195,0.399,0.244,0.106,0.126
58,6112,0.039,0.003,0.242,0.403,0.297,0.089,0.22,0.407,0.229,0.143,0.062
58,6512,0.043,0.004,0.16,0.32,0.241,0.09,0.195,0.395,0.216,0.114,0.067
58,6912,0.039,0.003,0.199,0.4,0.223,0.086,0.241,0.323,0.195,0.1,0.047
58,7312,0.04,0.002,0.221,0.417,0.302,0.104,0.225,0.37,0.249,0.109,0.093
58,7712,0.04,0.003,0.144,0.435,0.326,0.09,0.194,0.317,0.227,0.137,0.136
58,8112,0.039,0.003,0.138,0.326,0.252,0.084,0.183,0.393,0.208,0.106,0.074
58,8512,0.039,0.003,0.184,0.382,0.264,0.087,0.21,0.302,0.209,0.105,0.103
58,8912,0.044,0.003,0.223,0.399,0.225,0.079,0.196,0.389,0.195,0.118,0.126
58,9312,0.039,0.003,0.191,0.34,0.321,0.095,0.197,0.46,0.24,0.106,0.142
58,9712,0.039,0.003,0.153,0.462,0.197,0.067,0.19,0.424,0.176,0.161,0.179
58,10112,0.039,0.003,0.188,0.314,0.325,0.103,0.209,0.357,0.247,0.114,0.09
58,10512,0.038,0.004,0.149,0.379,0.289,0.09,0.162,0.372,0.257,0.118,0.123
58,10912,0.039,0.004,0.186,0.323,0.264,0.089,0.248,0.308,0.243,0.107,0.091
58,11312,0.044,0.003,0.181,0.372,0.336,0.101,0.184,0.356,0.259,0.116,0.081
58,11712,0.044,0.005,0.19,0.417,0.328,0.13,0.163,0.323,0.294,0.094,0.132
58,12112,0.041,0.004,0.188,0.354,0.256,0.08,0.209,0.301,0.205,0.102,0.059
58,12512,0.045,0.003,0.173,0.452,0.277,0.097,0.21,0.394,0.241,0.092,0.057
58,12912,0.04,0.003,0.162,0.439,0.293,0.097,0.164,0.342,0.229,0.1,0.086
58,13312,0.038,0.003,0.199,0.332,0.266,0.085,0.202,0.324,0.216,0.128,0.099
58,13712,0.044,0.003,0.187,0.354,0.28,0.087,0.201,0.387,0.234,0.13,0.119
58,14112,0.04,0.003,0.172,0.38,0.224,0.074,0.222,0.309,0.202,0.127,0.116
58,14512,0.043,0.003,0.194,0.278,0.235,0.086,0.202,0.372,0.213,0.077,0.07
58,14912,0.039,0.004,0.211,0.29,0.294,0.097,0.251,0.241,0.232,0.111,0.073
58,15312,0.039,0.003,0.186,0.341,0.305,0.111,0.194,0.351,0.257,0.096,0.11
58,15712,0.039,0.004,0.158,0.52,0.295,0.149,0.173,0.437,0.325,0.109,0.228
58,16112,0.04,0.003,0.241,0.403,0.315,0.102,0.205,0.366,0.243,0.114,0.104
58,16512,0.038,0.004,0.203,0.306,0.293,0.099,0.24,0.352,0.237,0.095,0.071
58,16912,0.043,0.003,0.15,0.491,0.248,0.113,0.197,0.368,0.257,0.12,0.09
58,17312,0.041,0.003,0.15,0.352,0.304,0.106,0.183,0.298,0.27,0.117,0.084
58,17712,0.038,0.003,0.161,0.521,0.249,0.092,0.178,0.384,0.245,0.074,0.075
58,18112,0.045,0.003,0.184,0.406,0.225,0.079,0.196,0.277,0.203,0.134,0.063
58,18512,0.041,0.003,0.18,0.383,0.305,0.093,0.222,0.445,0.221,0.117,0.099
58,18912,0.04,0.004,0.191,0.395,0.297,0.095,0.224,0.315,0.23,0.132,0.078
58,19312,0.039,0.003,0.127,0.367,0.283,0.094,0.163,0.418,0.225,0.146,0.051
58,19712,0.04,0.003,0.18,0.438,0.298,0.102,0.207,0.317,0.236,0.135,0.101
58,20112,0.04,0.003,0.178,0.66,0.296,0.104,0.188,0.444,0.232,0.136,0.091
58,20512,0.041,0.003,0.187,0.276,0.307,0.113,0.217,0.263,0.285,0.078,0.072
58,20912,0.045,0.003,0.259,0.47,0.313,0.128,0.243,0.36,0.28,0.086,0.087
58,21312,0.043,0.003,0.182,0.52,0.263,0.105,0.206,0.375,0.237,0.118,0.07
58,21712,0.044,0.003,0.125,0.35,0.281,0.1,0.175,0.379,0.25,0.101,0.1
58,22112,0.039,0.004,0.163,0.474,0.199,0.064,0.19,0.398,0.167,0.107,0.066
58,22512,0.041,0.003,0.194,0.449,0.221,0.074,0.206,0.351,0.182,0.108,0.089
58,22912,0.044,0.003,0.142,0.293,0.307,0.149,0.179,0.365,0.303,0.072,0.064
58,23312,0.04,0.004,0.153,0.428,0.278,0.098,0.216,0.347,0.233,0.099,0.089
58,23712,0.044,0.003,0.161,0.338,0.272,0.087,0.18,0.393,0.221,0.118,0.097
58,24112,0.039,0.004,0.185,0.348,0.261,0.089,0.186,0.404,0.201,0.108,0.144
58,24512,0.041,0.003,0.172,0.358,0.243,0.088,0.193,0.403,0.225,0.111,0.137
58,24912,0.04,0.003,0.209,0.437,0.294,0.105,0.216,0.341,0.255,0.145,0.2
58,25312,0.045,0.003,0.215,0.332,0.254,0.082,0.211,0.368,0.214,0.104,0.193
58,25712,0.039,0.003,0.197,0.43,0.236,0.084,0.218,0.388,0.216,0.129,0.2
58,26112,0.038,0.003,0.162,0.388,0.3,0.101,0.147,0.367,0.256,0.094,0.11
58,26512,0.042,0.003,0.17,0.443,0.282,0.103,0.196,0.338,0.254,0.118,0.161
58,26912,0.044,0.003,0.138,0.404,0.234,0.082,0.155,0.393,0.216,0.13,0.136
58,27312,0.04,0.003,0.195,0.489,0.268,0.081,0.222,0.328,0.221,0.154,0.122
58,27712,0.043,0.004,0.16,0.416,0.26,0.097,0.152,0.448,0.231,0.116,0.095
58,28112,0.039,0.003,0.225,0.341,0.28,0.121,0.279,0.357,0.274,0.09,0.092
58,28512,0.04,0.004,0.199,0.375,0.315,0.112,0.205,0.338,0.256,0.108,0.116
58,28912,0.038,0.004,0.198,0.39,0.301,0.093,0.228,0.264,0.225,0.103,0.089
58,29312,0.044,0.005,0.204,0.332,0.255,0.096,0.218,0.4,0.242,0.107,0.056
58,29712,0.044,0.003,0.179,0.322,0.291,0.1,0.251,0.292,0.252,0.099,0.161
58,30112,0.049,0.004,0.188,0.371,0.344,0.134,0.197,0.361,0.302,0.099,0.164
58,30512,0.036,0.004,0.197,0.376,0.268,0.108,0.224,0.41,0.238,0.083,0.161
58,30912,0.039,0.004,0.186,0.413,0.32,0.095,0.183,0.355,0.228,0.129,0.081
58,31312,0.039,0.005,0.183,0.335,0.35,0.114,0.194,0.261,0.305,0.14,0.092
58,31712,0.041,0.003,0.208,0.361,0.331,0.099,0.243,0.318,0.268,0.111,0.105
58,32112,0.038,0.004,0.168,0.371,0.267,0.09,0.228,0.339,0.232,0.12,0.071
58,32512,0.043,0.004,0.207,0.376,0.291,0.082,0.2,0.372,0.208,0.134,0.111
58,32912,0.047,0.003,0.19,0.373,0.338,0.11,0.189,0.29,0.248,0.096,0.081
58,33312,0.038,0.004,0.195,0.321,0.291,0.106,0.243,0.401,0.252,0.099,0.082
58,33712,0.038,0.004,0.193,0.295,0.336,0.09,0.184,0.276,0.214,0.097,0.099
58,34112,0.04,0.003,0.166,0.318,0.31,0.102,0.172,0.407,0.255,0.092,0.097
58,34512,0.044,0.004,0.22,0.415,0.265,0.084,0.21,0.282,0.243,0.148,0.078
58,34912,0.048,0.004,0.205,0.378,0.337,0.075,0.229,0.327,0.204,0.136,0.078
58,35312,0.043,0.003,0.216,0.312,0.27,0.102,0.209,0.297,0.252,0.075,0.078
58,35712,0.039,0.005,0.166,0.358,0.359,0.105,0.191,0.361,0.248,0.124,0.096
58,36112,0.038,0.003,0.201,0.332,0.288,0.088,0.22,0.351,0.222,0.086,0.071
58,36512,0.039,0.004,0.209,0.41,0.278,0.072,0.203,0.457,0.187,0.099,0.129
58,36912,0.04,0.003,0.225,0.343,0.312,0.108,0.213,0.317,0.251,0.13,0.08
58,37312,0.044,0.004,0.213,0.279,0.341,0.127,0.205,0.326,0.303,0.096,0.103
58,37712,0.039,0.003,0.221,0.387,0.325,0.117,0.233,0.354,0.3,0.114,0.103
58,38112,0.038,0.003,0.207,0.368,0.321,0.127,0.218,0.341,0.286,0.104,0.115
58,38512,0.039,0.003,0.21,0.363,0.289,0.094,0.207,0.296,0.231,0.102,0.108
58,38912,0.039,0.004,0.169,0.35,0.29,0.075,0.214,0.365,0.178,0.102,0.118
58,39312,0.043,0.003,0.176,0.329,0.321,0.094,0.174,0.333,0.244,0.13,0.14
58,39712,0.04,0.003,0.2,0.439,0.256,0.107,0.219,0.422,0.249,0.102,0.12
58,40112,0.038,0.003,0.184,0.349,0.277,0.088,0.183,0.355,0.207,0.129,0.083
58,40512,0.039,0.004,0.179,0.519,0.268,0.086,0.177,0.419,0.222,0.117,0.08
58,40912,0.038,0.004,0.175,0.329,0.289,0.114,0.208,0.317,0.253,0.139,0.118
58,41312,0.044,0.003,0.252,0.385,0.244,0.087,0.269,0.412,0.232,0.08,0.094
58,41712,0.048,0.004,0.158,0.431,0.25,0.091,0.189,0.323,0.216,0.113,0.114
59,128,0.041,0.003,0.146,0.42,0.236,0.09,0.174,0.443,0.222,0.147,0.125
59,528,0.044,0.003,0.229,0.408,0.217,0.08,0.204,0.307,0.203,0.124,0.118
59,928,0.039,0.003,0.173,0.382,0.258,0.089,0.19,0.346,0.24,0.095,0.066
59,1328,0.039,0.003,0.16,0.449,0.232,0.08,0.191,0.356,0.208,0.109,0.096
59,1728,0.04,0.003,0.177,0.381,0.282,0.1,0.208,0.339,0.268,0.126,0.088
59,2128,0.045,0.002,0.196,0.308,0.323,0.095,0.198,0.344,0.235,0.12,0.072
59,2528,0.04,0.003,0.187,0.53,0.349,0.115,0.168,0.38,0.279,0.153,0.107
59,2928,0.04,0.003,0.236,0.284,0.339,0.117,0.253,0.316,0.267,0.123,0.11
59,3328,0.04,0.003,0.177,0.364,0.293,0.105,0.183,0.44,0.258,0.101,0.084
59,3728,0.04,0.003,0.125,0.473,0.286,0.102,0.186,0.392,0.227,0.131,0.132
59,4128,0.039,0.003,0.198,0.313,0.27,0.093,0.22,0.38,0.243,0.135,0.136
59,4528,0.048,0.003,0.233,0.405,0.232,0.084,0.257,0.347,0.204,0.12,0.108
59,4928,0.04,0.002,0.235,0.43,0.229,0.076,0.211,0.397,0.211,0.094,0.107
59,5328,0.041,0.003,0.189,0.374,0.294,0.099,0.223,0.346,0.237,0.103,0.1
59,5728,0.039,0.003,0.193,0.503,0.244,0.071,0.226,0.391,0.181,0.172,0.117
59,6128,0.043,0.003,0.206,0.285,0.249,0.087,0.208,0.35,0.237,0.083,0.099
59,6528,0.037,0.003,0.127,0.5,0.293,0.088,0.178,0.365,0.224,0.114,0.117
59,6928,0.043,0.004,0.194,0.377,0.278,0.09,0.216,0.407,0.219,0.106,0.075
59,7328,0.045,0.004,0.194,0.343,0.257,0.088,0.186,0.322,0.218,0.112,0.115
59,7728,0.044,0.003,0.179,0.398,0.315,0.108,0.219,0.45,0.267,0.108,0.116
59,8128,0.039,0.003,0.183,0.311,0.29,0.094,0.206,0.281,0.233,0.108,0.114
59,8528,0.038,0.003,0.237,0.358,0.329,0.108,0.235,0.406,0.257,0.1,0.122
59,8928,0.044,0.003,0.165,0.456,0.244,0.086,0.208,0.378,0.205,0.116,0.159
59,9328,0.039,0.004,0.201,0.388,0.311,0.109,0.235,0.335,0.261,0.092,0.087
59,9728,0.039,0.004,0.168,0.406,0.288,0.089,0.2,0.355,0.227,0.111,0.086
59,10128,0.04,0.003,0.191,0.437,0.26,0.087,0.228,0.363,0.238,0.122,0.117
59,10528,0.039,0.003,0.193,0.433,0.29,0.098,0.227,0.387,0.228,0.099,0.101
59,10928,0.041,0.004,0.205,0.324,0.295,0.114,0.205,0.31,0.264,0.115,0.108
59,11328,0.044,0.003,0.184,0.45,0.275,0.1,0.192,0.415,0.287,0.126,0.157
59,11728,0.039,0.003,0.211,0.387,0.264,0.079,0.214,0.339,0.208,0.149,0.16
59,12128,0.038,0.003,0.173,0.356,0.255,0.078,0.187,0.442,0.2,0.09,0.091
59,12528,0.04,0.003,0.214,0.386,0.291,0.092,0.19,0.267,0.231,0.108,0.124
59,12928,0.04,0.004,0.206,0.507,0.259,0.103,0.222,0.413,0.239,0.127,0.138
59,13328,0.039,0.003,0.189,0.349,0.319,0.12,0.209,0.286,0.273,0.084,0.074
59,13728,0.044,0.003,0.16,0.417,0.302,0.097,0.218,0.394,0.225,0.131,0.114
59,14128,0.039,0.003,0.157,0.322,0.307,0.093,0.173,0.318,0.233,0.113,0.113
59,14528,0.04,0.003,0.156,0.525,0.235,0.061,0.176,0.546,0.17,0.195,0.196
59,14928,0.043,0.003,0.236,0.455,0.308,0.1,0.238,0.407,0.254,0.154,0.152
59,15328,0.039,0.003,0.174,0.428,0.256,0.103,0.197,0.303,0.26,0.108,0.106
59,15728,0.044,0.003,0.185,0.359,0.309,0.126,0.181,0.391,0.297,0.103,0.132
59,16128,0.039,0.003,0.205,0.364,0.298,0.111,0.233,0.246,0.257,0.111,0.141
59,16528,0.038,0.003,0.198,0.389,0.241,0.076,0.215,0.467,0.221,0.155,0.192
59,16928,0.04,0.003,0.226,0.453,0.299,0.095,0.224,0.316,0.258,0.143,0.15
59,17328,0.04,0.003,0.18,0.447,0.323,0.124,0.209,0.403,0.272,0.087,0.09
59,17728,0.041,0.003,0.183,0.462,0.236,0.078,0.212,0.312,0.19,0.111,0.069
59,18128,0.045,0.004,0.196,0.523,0.216,0.075,0.231,0.481,0.195,0.106,0.058
59,18528,0.04,0.003,0.171,0.514,0.233,0.083,0.19,0.317,0.207,0.126,0.054
59,18928,0.038,0.003,0.134,0.461,0.272,0.09,0.19,0.441,0.234,0.124,0.063
59,19328,0.039,0.004,0.178,0.435,0.256,0.087,0.22,0.33,0.213,0.116,0.076
59,19728,0.044,0.003,0.192,0.493,0.262,0.076,0.245,0.471,0.197,0.103,0.097
59,20128,0.04,0.003,0.212,0.357,0.18,0.058,0.253,0.253,0.166,0.09,0.084
59,20528,0.043,0.003,0.166,0.425,0.284,0.093,0.215,0.374,0.239,0.092,0.098
59,20928,0.039,0.003,0.147,0.387,0.261,0.088,0.166,0.383,0.217,0.093,0.078
59,21328,0.04,0.003,0.16,0.398,0.339,0.092,0.166,0.466,0.229,0.108,0.094
59,21728,0.039,0.003,0.202,0.368,0.368,0.094,0.197,0.423,0.225,0.117,0.149
59,22128,0.039,0.004,0.181,0.348,0.324,0.101,0.185,0.381,0.249,0.106,0.119
59,22528,0.039,0.005,0.193,0.423,0.291,0.084,0.185,0.441,0.194,0.072,0.123
59,22928,0.043,0.003,0.195,0.387,0.311,0.078,0.165,0.484,0.199,0.077,0.139
59,23328,0.043,0.004,0.215,0.378,0.326,0.107,0.172,0.36,0.251,0.084,0.092
59,23728,0.044,0.003,0.209,0.355,0.266,0.093,0.201,0.295,0.245,0.104,0.077
59,24128,0.044,0.003,0.173,0.379,0.194,0.061,0.176,0.341,0.159,0.162,0.126
59,24528,0.041,0.003,0.149,0.418,0.334,0.136,0.172,0.516,0.311,0.154,0.186
59,24928,0.04,0.004,0.173,0.343,0.242,0.081,0.19,0.284,0.214,0.146,0.131
59,25328,0.044,0.003,0.2,0.468,0.267,0.106,0.216,0.405,0.237,0.119,0.11
59,25728,0.044,0.003,0.156,0.468,0.227,0.086,0.216,0.321,0.202,0.089,0.076
59,26128,0.044,0.005,0.19,0.364,0.224,0.078,0.166,0.32,0.181,0.114,0.069
59,26528,0.038,0.005,0.16,0.365,0.301,0.1,0.181,0.331,0.238,0.109,0.095
59,26928,0.04,0.003,0.22,0.409,0.225,0.07,0.217,0.349,0.18,0.123,0.097
59,27328,0.039,0.004,0.23,0.348,0.314,0.109,0.232,0.355,0.259,0.097,0.125
59,27728,0.048,0.004,0.179,0.374,0.263,0.089,0.213,0.308,0.219,0.105,0.098
59,28128,0.044,0.003,0.162,0.37,0.233,0.082,0.175,0.403,0.208,0.098,0.089
59,28528,0.038,0.003,0.175,0.481,0.299,0.102,0.171,0.355,0.25,0.108,0.126
59,28928,0.039,0.003,0.194,0.283,0.28,0.098,0.223,0.353,0.256,0.097,0.124
59,29328,0.045,0.003,0.206,0.552,0.249,0.094,0.214,0.33,0.242,0.118,0.082
59,29728,0.039,0.005,0.152,0.401,0.282,0.087,0.19,0.387,0.226,0.122,0.09
59,30128,0.049,0.004,0.159,0.503,0.295,0.102,0.201,0.372,0.248,0.167,0.084
59,30528,0.039,0.003,0.184,0.475,0.27,0.087,0.224,0.352,0.239,0.085,0.072
59,30928,0.039,0.004,0.159,0.476,0.301,0.096,0.214,0.361,0.238,0.149,0.054
59,31328,0.038,0.004,0.127,0.478,0.261,0.083,0.182,0.365,0.212,0.13,0.109
59,31728,0.045,0.003,0.195,0.362,0.245,0.075,0.191,0.419,0.203,0.1,0.136
59,32128,0.044,0.003,0.165,0.38,0.251,0.106,0.199,0.417,0.233,0.109,0.147
59,32528,0.038,0.004,0.198,0.551,0.253,0.083,0.241,0.433,0.232,0.091,0.159
59,32928,0.046,0.005,0.18,0.299,0.262,0.096,0.218,0.273,0.26,0.116,0.129
59,33328,0.038,0.005,0.191,0.597,0.262,0.083,0.181,0.447,0.223,0.132,0.188
59,33728,0.04,0.005,0.187,0.447,0.327,0.107,0.202,0.36,0.28,0.139,0.167
59,34128,0.039,0.004,0.152,0.405,0.203,0.075,0.195,0.386,0.212,0.115,0.139
59,34528,0.048,0.003,0.219,0.34,0.305,0.099,0.222,0.321,0.26,0.129,0.135
59,34928,0.044,0.003,0.138,0.477,0.385,0.157,0.157,0.372,0.316,0.116,0.129
59,35328,0.039,0.003,0.197,0.362,0.296,0.094,0.23,0.344,0.229,0.145,0.128
59,35728,0.039,0.003,0.126,0.462,0.296,0.104,0.129,0.35,0.277,0.144,0.144
59,36128,0.042,0.004,0.208,0.354,0.242,0.091,0.271,0.28,0.214,0.173,0.128
59,36528,0.039,0.004,0.228,0.285,0.281,0.088,0.229,0.318,0.234,0.111,0.094
59,36928,0.045,0.003,0.172,0.578,0.263,0.08,0.17,0.443,0.206,0.154,0.185
59,37328,0.045,0.004,0.182,0.383,0.27,0.078,0.221,0.34,0.187,0.136,0.177
59,37728,0.039,0.003,0.203,0.333,0.236,0.077,0.21,0.325,0.188,0.077,0.121
59,38128,0.039,0.003,0.139,0.515,0.325,0.09,0.154,0.327,0.231,0.11,0.091
59,38528,0.039,0.004,0.179,0.21,0.333,0.111,0.212,0.283,0.268,0.123,0.11
59,38928,0.039,0.003,0.213,0.44,0.269,0.075,0.239,0.417,0.19,0.096,0.071
59,39328,0.045,0.004,0.178,0.306,0.307,0.097,0.19,0.292,0.223,0.107,0.095
59,39728,0.041,0.003,0.234,0.547,0.29,0.08,0.21,0.435,0.2,0.151,0.108
59,40128,0.039,0.003,0.167,0.415,0.329,0.084,0.189,0.374,0.216,0.159,0.117
59,40528,0.04,0.004,0.174,0.311,0.316,0.097,0.196,0.348,0.266,0.117,0.101
59,40928,0.039,0.003,0.222,0.374,0.326,0.084,0.22,0.308,0.219,0.099,0.076
59,41328,0.039,0.003,0.181,0.389,0.414,0.112,0.207,0.331,0.267,0.165,0.093
59,41728,0.044,0.004,0.155,0.346,0.384,0.096,0.177,0.4,0.233,0.147,0.086
60,144,0.04,0.004,0.23,0.307,0.359,0.082,0.245,0.3,0.243,0.134,0.101
60,544,0.039,0.002,0.223,0.262,0.375,0.103,0.226,0.345,0.245,0.106,0.077
60,944,0.039,0.003,0.179,0.456,0.355,0.115,0.186,0.351,0.284,0.105,0.104
60,1344,0.042,0.003,0.201,0.381,0.287,0.102,0.201,0.467,0.272,0.086,0.092
60,1744,0.045,0.003,0.197,0.43,0.306,0.098,0.211,0.301,0.226,0.101,0.128
60,2144,0.044,0.003,0.221,0.218,0.351,0.088,0.208,0.349,0.231,0.095,0.104
60,2544,0.044,0.003,0.196,0.418,0.322,0.08,0.194,0.356,0.214,0.112,0.121
60,2944,0.039,0.003,0.221,0.345,0.272,0.101,0.236,0.386,0.256,0.096,0.093
60,3344,0.039,0.003,0.162,0.412,0.346,0.111,0.206,0.347,0.277,0.094,0.075
60,3744,0.04,0.004,0.213,0.327,0.41,0.113,0.215,0.396,0.27,0.091,0.12
60,4144,0.045,0.004,0.195,0.315,0.365,0.084,0.215,0.272,0.207,0.078,0.116
60,4544,0.039,0.003,0.229,0.462,0.299,0.081,0.202,0.441,0.203,0.079,0.13
60,4944,0.042,0.003,0.256,0.3,0.312,0.097,0.204,0.387,0.206,0.086,0.095
60,5344,0.039,0.003,0.258,0.49,0.318,0.106,0.224,0.337,0.24,0.077,0.084
60,5744,0.04,0.003,0.181,0.24,0.323,0.1,0.203,0.468,0.241,0.071,0.109
60,6144,0.044,0.004,0.205,0.546,0.313,0.084,0.171,0.433,0.203,0.083,0.128
60,6544,0.044,0.003,0.202,0.261,0.358,0.13,0.16,0.327,0.293,0.096,0.13
60,6944,0.04,0.003,0.166,0.421,0.278,0.083,0.169,0.43,0.223,0.077,0.151
60,7344,0.038,0.004,0.205,0.353,0.24,0.082,0.208,0.418,0.207,0.101,0.174
60,7744,0.041,0.003,0.225,0.402,0.308,0.095,0.195,0.405,0.23,0.116,0.136
60,8144,0.038,0.003,0.172,0.293,0.296,0.11,0.172,0.353,0.271,0.088,0.098
60,8544,0.049,0.003,0.173,0.522,0.214,0.07,0.215,0.383,0.2,0.113,0.079
60,8944,0.04,0.004,0.182,0.4,0.269,0.087,0.214,0.34,0.231,0.14,0.065
60,9344,0.041,0.003,0.195,0.504,0.218,0.078,0.234,0.363,0.185,0.153,0.099
60,9744,0.039,0.003,0.221,0.381,0.354,0.116,0.261,0.323,0.305,0.114,0.084
60,10144,0.04,0.003,0.176,0.444,0.312,0.109,0.201,0.385,0.301,0.149,0.102
60,10544,0.045,0.003,0.215,0.328,0.271,0.102,0.235,0.266,0.251,0.131,0.085
60,10944,0.039,0.003,0.184,0.438,0.279,0.093,0.205,0.519,0.227,0.116,0.121
60,11344,0.044,0.003,0.161,0.553,0.215,0.069,0.194,0.313,0.179,0.149,0.081
60,11744,0.039,0.003,0.189,0.399,0.255,0.075,0.214,0.401,0.193,0.109,0.107
60,12144,0.039,0.004,0.193,0.32,0.243,0.106,0.187,0.372,0.228,0.082,0.109
60,12544,0.041,0.003,0.191,0.393,0.256,0.073,0.199,0.383,0.208,0.124,0.156
60,12944,0.044,0.003,0.208,0.329,0.317,0.104,0.196,0.309,0.258,0.101,0.115
60,13344,0.044,0.003,0.218,0.32,0.3,0.11,0.209,0.31,0.255,0.1,0.075
60,13744,0.039,0.004,0.15,0.495,0.25,0.081,0.15,0.367,0.191,0.126,0.164
60,14144,0.04,0.003,0.149,0.278,0.261,0.094,0.2,0.269,0.229,0.099,0.057
60,14544,0.04,0.003,0.192,0.349,0.274,0.078,0.185,0.353,0.201,0.124,0.077
60,14944,0.039,0.003,0.197,0.483,0.326,0.106,0.219,0.324,0.261,0.109,0.118
60,15344,0.045,0.003,0.15,0.232,0.259,0.09,0.204,0.313,0.247,0.081,0.088
60,15744,0.039,0.003,0.171,0.432,0.257,0.082,0.2,0.328,0.217,0.095,0.067
60,16144,0.04,0.003,0.198,0.354,0.304,0.084,0.211,0.334,0.225,0.131,0.09
60,16544,0.039,0.003,0.186,0.329,0.209,0.08,0.203,0.329,0.212,0.078,0.103
60,16944,0.039,0.004,0.188,0.316,0.292,0.075,0.217,0.406,0.202,0.151,0.163
60,17344,0.038,0.004,0.191,0.431,0.305,0.112,0.2,0.293,0.27,0.109,0.124
60,17744,0.042,0.003,0.199,0.363,0.344,0.09,0.212,0.421,0.202,0.12,0.216
60,18144,0.045,0.003,0.221,0.412,0.285,0.088,0.19,0.405,0.21,0.108,0.161
60,18544,0.044,0.004,0.212,0.407,0.315,0.087,0.212,0.441,0.201,0.101,0.112
60,18944,0.039,0.003,0.196,0.281,0.325,0.111,0.196,0.368,0.266,0.108,0.089
60,19344,0.039,0.003,0.138,0.501,0.302,0.098,0.135,0.591,0.252,0.116,0.122
60,19744,0.044,0.003,0.176,0.378,0.246,0.088,0.154,0.33,0.227,0.165,0.093
60,20144,0.04,0.003,0.111,0.435,0.308,0.103,0.138,0.389,0.271,0.122,0.074
60,20544,0.041,0.003,0.192,0.29,0.327,0.117,0.201,0.296,0.296,0.131,0.127
60,20944,0.04,0.004,0.173,0.454,0.287,0.095,0.162,0.453,0.246,0.116,0.071
60,21344,0.04,0.003,0.169,0.611,0.281,0.087,0.171,0.307,0.212,0.108,0.068
60,21744,0.044,0.003,0.186,0.568,0.211,0.074,0.223,0.443,0.196,0.126,0.063
60,22144,0.04,0.003,0.178,0.464,0.224,0.077,0.187,0.32,0.199,0.14,0.046
60,22544,0.04,0.004,0.177,0.339,0.324,0.122,0.243,0.329,0.284,0.106,0.077
60,22944,0.038,0.003,0.156,0.501,0.258,0.084,0.178,0.507,0.205,0.143,0.069
60,23344,0.04,0.003,0.144,0.411,0.324,0.107,0.179,0.288,0.254,0.092,0.081
60,23744,0.039,0.003,0.183,0.432,0.216,0.087,0.214,0.373,0.21,0.133,0.062
60,24144,0.044,0.003,0.146,0.393,0.256,0.092,0.204,0.398,0.223,0.137,0.126
60,24544,0.039,0.003,0.138,0.386,0.221,0.082,0.173,0.357,0.199,0.184,0.193
60,24944,0.038,0.004,0.152,0.458,0.313,0.131,0.193,0.442,0.293,0.128,0.135
60,25344,0.038,0.004,0.165,0.35,0.245,0.085,0.222,0.345,0.214,0.127,0.161
60,25744,0.038,0.003,0.195,0.469,0.323,0.11,0.184,0.344,0.244,0.115,0.175
60,26144,0.044,0.004,0.225,0.452,0.268,0.088,0.215,0.371,0.227,0.091,0.113
60,26544,0.043,0.004,0.174,0.431,0.352,0.124,0.192,0.389,0.285,0.142,0.115
60,26944,0.039,0.003,0.182,0.363,0.278,0.112,0.196,0.303,0.268,0.076,0.13
60,27344,0.039,0.004,0.152,0.409,0.263,0.086,0.183,0.429,0.214,0.109,0.122
60,27744,0.04,0.003,0.206,0.364,0.296,0.107,0.205,0.332,0.233,0.121,0.106
60,28144,0.039,0.004,0.234,0.337,0.342,0.108,0.231,0.348,0.258,0.133,0.11
60,28544,0.048,0.003,0.214,0.419,0.272,0.091,0.22,0.423,0.22,0.141,0.143
60,28944,0.04,0.005,0.224,0.374,0.3,0.105,0.249,0.334,0.245,0.128,0.159
60,29344,0.038,0.003,0.171,0.429,0.313,0.118,0.172,0.402,0.287,0.098,0.125
60,29744,0.044,0.003,0.168,0.4,0.316,0.117,0.23,0.34,0.26,0.1,0.081
60,30144,0.038,0.004,0.201,0.442,0.285,0.099,0.218,0.342,0.256,0.105,0.071
60,30544,0.044,0.003,0.172,0.371,0.316,0.116,0.182,0.368,0.274,0.104,0.095
60,30944,0.04,0.003,0.18,0.507,0.32,0.092,0.208,0.391,0.224,0.134,0.076
60,31344,0.038,0.003,0.165,0.517,0.216,0.082,0.199,0.432,0.195,0.119,0.071
60,31744,0.039,0.004,0.189,0.41,0.262,0.081,0.193,0.289,0.216,0.111,0.066
60,32144,0.041,0.003,0.189,0.495,0.257,0.087,0.225,0.404,0.212,0.109,0.079
60,32544,0.039,0.007,0.17,0.343,0.311,0.099,0.2,0.342,0.254,0.091,0.077
60,32944,0.046,0.003,0.191,0.334,0.321,0.099,0.206,0.34,0.282,0.18,0.073
60,33344,0.039,0.004,0.163,0.41,0.279,0.094,0.14,0.381,0.231,0.101,0.114
